title,time,artist,album,genre,plays
The Emotion,3:45,BØRNS,Dopamine,Alternative,2
Dopamine,3:44,BØRNS,Dopamine,Alternative,2
The Pink Panther (Arr. Gonet),2:25,"Camille Berthollet, Julie Berthollet, Ernst Van Tiel & Orchestre national d'Île de France",Series,Classical Crossover,2
Mambo italiano,2:32,Carla Boni,Italian Vintage Collection (The Best of Italian Songs),Pop,2
Let the Ground Rest,3:32,Chris Renzema,Let the Ground Rest,CCM,2
"Salut printemps, L. 24 (Arr. M. Gaillard for Women's Choir & Piano)",5:21,"Christiane Karg, Gerold Huber, Bavarian Radio Chorus & Howard Arman",Debussy & Hahn: Vocal Works,Classical,2
"1, 2, Free",3:19,Cj Pandit,"If It Hurts, It's Healing - Single",Alternative,2
Binario,3:29,Claudio Villa,Italian Vintage Collection (The Best of Italian Songs),Pop,2
Youuu,3:55,COIN,Dreamland,Pop,2
Valentine,3:14,COIN,Dreamland,Pop,2
You Know It,3:02,Colony House,Only the Lonely,Alternative,2
Death Where Is Your Sting,4:41,Cory Asbury,Reckless Love,Christian,2
Amsterdam (4AD Session),5:07,Daughter,4AD Session - EP,Alternative,2
Straight Back Down,3:25,Dean Lewis,A Place We Knew,Singer/Songwriter,2
Taste of Tomorrow,2:27,Distant Cousins,Distant Cousins - EP,Traditional Folk,2
Piove (Ciao ciao bambina),3:02,Domenico Modugno,Italian Vintage Collection (The Best of Italian Songs),Pop,2
All of the Stars,3:55,Ed Sheeran,The Fault In Our Stars (Music From the Motion Picture),Soundtrack,2
First Times,3:06,Ed Sheeran,=,Pop,2
Stop The Rain,3:23,Ed Sheeran,=,Pop,2
Fumes (feat. gnash),3:35,EDEN,i think you think too much of me,Alternative,2
My City,3:10,ELHAE & Masego,My City - Single,R&B/Soul,2
Fuoco nel fuoco (feat. Carlos Santana),4:02,Eros Ramazzotti,E2,Pop,2
Like a Light,3:52,The Family Crest,The War: Act I,Pop,2
"I Loved You, What Happened?",2:38,Fiji Blue,"I Loved You, What Happened? (Deluxe)",Pop,2
Anema E Core,4:00,Gigliola Cinquetti,Non Ho L'eta',Pop,2
Rhythm of the East,3:32,The Gray Havens,Blue Flower,Alternative,2
Take It or Leave It,3:03,Great Good Fine Ok,III,Pop,2
Alexandra,2:47,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,2
I Retired,4:22,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,2
Bless Your Heart,5:11,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,2
Sun,5:23,Hania Rani,Esja,Contemporary Era,2
Hawaii Oslo,4:16,Hania Rani,Esja,Contemporary Era,2
Pour trois,3:14,Hania Rani,Esja,Contemporary Era,2
Biesy,4:16,Hania Rani,Esja,Contemporary Era,2
Luka,5:07,Hania Rani,Esja,Classical,2
Glass,4:31,Hania Rani,Esja,Contemporary Era,2
Today It Came,2:34,Hania Rani,Esja,Contemporary Era,2
Esja,4:21,Hania Rani,Esja,Contemporary Era,2
"Now, Run",6:32,Hania Rani,Esja,Contemporary Era,2
Canyon Moon,3:10,Harry Styles,Fine Line,Pop,2
Treat People With Kindness,3:17,Harry Styles,Fine Line,Pop,2
Gravity Find Us & Bring Us In,4:53,Hayden Calnin,Gravity Find Us & Bring Us In - Single,Alternative,2
Who You Say I Am,5:29,"Hillsong Worship, Brooke Ligertwood & Reuben Morgan",There Is More,Christian,2
Experience,5:15,I Virtuosi Italiani & Daniel Hope,In a Time Lapse,Classical Crossover,2
My House Is Your Home,4:58,Jack Garratt,Phase (Deluxe),Alternative,2
1973,4:40,James Blunt,All the Lost Souls (Deluxe),Pop,2
The Only One,3:42,James Blunt,Moon Landing,Pop,2
Waterfront,3:51,Jamie Woon,Mirrorwriting,Alternative,2
Stoned on You,3:24,Jaymes Young,Feel Something (Deluxe),Alternative,2
flowers,3:12,joan,superglue,Pop,2
Guns / Napoleon,5:33,John Mark McMillan,Borderland,Alternative Folk,2
Rooftop,6:56,John Mark Pantana,Home / Rooftop - Single,Christian,2
Waiting On the World to Change,3:21,John Mayer,Continuum,Singer/Songwriter,2
I Guess I Just Feel Like,4:46,John Mayer,Sob Rock,Pop,2
Urs,3:11,John-Robert,Urs - Single,Singer/Songwriter,2
"Take, Eat (feat. Latifah Alattas)",4:41,Josh Garrels,Chrysaline,Singer/Songwriter,2
Danger Zone,3:36,Kenny Loggins,Top Gun (Original Motion Picture Soundtrack) [Special Expanded Edition],Soundtrack,2
Spend It With You,3:20,Kodaline,One Day At A Time (Deluxe Edition),Pop,2
Care,3:00,Kodaline,One Day At A Time (Deluxe Edition),Pop,2
Everyone Changes,3:29,Kodaline,One Day At A Time (Deluxe Edition),Pop,2
Losing My Religion,3:30,Lauren Daigle,Look Up Child,Christian,2
roses,4:11,Lewis Watson,the love that you want,Pop,2
(bring you home),4:55,Lewis Watson,the love that you want,Pop,2
Attenti Al Lupo,4:21,Lucio Dalla,12000 Lune,Pop,2
Saturn,3:34,Lyn Lapid,Saturn - Single,Pop,2
Karma,3:34,Mahmood & Woodkid,Ghettolimpo,Pop,2
Mi Fiderò (feat. Madame),3:31,Marco Mengoni,MATERIA (TERRA),Pop,2
The Break In (Police Shoot Big),1:57,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,2
Cleo's Apartment,2:09,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,2
Cringe,3:36,Matt Maeson,Bank on the Funeral,Alternative,2
A sette passi di distanza,2:41,Michele Bravi,La Geografia Del Buio,Pop,2
Tutto per me,3:50,Michele Merlo,Cuori stupidi,Pop,2
"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",3:36,Miloš Karadaglić,The Moon & The Forest,Classical,2
Briciole di baci,2:37,Mina,Italian Vintage Collection (The Best of Italian Songs),Pop,2
Maybe I Was the One,4:27,MyKey,Faces,Singer/Songwriter,2
Green Lights,3:02,NF,Perception,Hip-Hop/Rap,2
Dreams,3:42,NF,Perception,Hip-Hop/Rap,2
You're Special,5:12,NF,Perception,Hip-Hop/Rap,2
One Hundred,3:13,NF,Perception,Hip-Hop/Rap,2
Leave Me Alone,5:09,NF,The Search,Hip-Hop/Rap,2
Don't Forget Me,4:50,NIGHT TRAVELER,"Night Traveler, Vol. 1 - EP",Rock,2
Little Tigers,3:15,Oh Wonder,22 Make,Pop,2
The Hardest Part (Live At The Jazz Cafe),3:39,Olivia Dean,Live At The Jazz Cafe,Alternative,2
Lion and the Beggar,4:07,Parisian,Lion and the Beggar - EP,Pop,2
It's Always Been You (Acoustic),4:00,Phil Wickham,Hymn of Heaven (Acoustic Sessions),Christian,2
Rocket Science,2:42,Quinn Lewis,Rocket Science - Single,Pop,2
Let Me Know,3:41,A R I Z O N A,Asylum,Alternative,2
Nostalgic,3:03,A R I Z O N A,Asylum,Alternative,2
Don't Leave,3:04,A R I Z O N A,Asylum,Alternative,2
Find Someone,3:09,A R I Z O N A,Asylum,Alternative,2
Trouble,2:42,A R I Z O N A,Asylum,Alternative,2
Problems,2:52,A R I Z O N A,Asylum,Alternative,2
Ghost,4:57,RELIC,Ghost - Single,Alternative,2
La partita di pallone,2:10,Rita Pavone,Italian Vintage Collection (The Best of Italian Songs),Pop,2
YaYaYa,3:50,RY X,Unfurl,Alternative,2
"Baby, It's Christmas",2:22,Sally Boy,"Baby, It's Christmas - Single",Holiday,2
Table of Contents,3:37,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,2
Regeneration,4:26,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,2
Theology Q & a with Stephen the Levite,4:03,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,2
Doxology Intro,1:56,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,2
Be Glorified (feat. Chris Cobbins),4:31,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,2
You Alone Are God (feat. Chris Cobbins),3:49,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,2
"June 30, 2018: Pds 70b (Birth of a Planet)",3:23,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,2
Ma lo vuoi capire?,4:01,Tommaso Paradiso,Ma lo vuoi capire? - Single,Pop,2
"Quando, quando, quando",3:07,Tony Renis,Italian Vintage Collection (The Best of Italian Songs),Pop,2
Never Take It,3:33,twenty one pilots,Scaled And Icy,Alternative,2
Redecorate,4:06,twenty one pilots,Scaled And Icy,Alternative,2
Perfect,3:21,Tyler Ward & Lisa Cimorelli,Perfect - Single,Singer/Songwriter,2
Swim,4:00,Valley,This Room Is White,Pop,2
Too Late,4:00,The Weeknd,After Hours,R&B/Soul,2
Escape From LA,5:56,The Weeknd,After Hours,R&B/Soul,2
Faith,4:43,The Weeknd,After Hours,R&B/Soul,2
Save Your Tears,3:36,The Weeknd,After Hours,R&B/Soul,2
Repeat After Me (Interlude),3:16,The Weeknd,After Hours,R&B/Soul,2
You Were Pouring Wine,3:48,Will Reagan,Vacancy,Alternative,2
Regret,4:42,Will Reagan,Vacancy,Alternative,2
You Carried Me,4:37,Will Reagan & United Pursuit,Tell All My Friends,Christian,2
Feeling Low,6:47,Will Reagan & United Pursuit,Tell All My Friends,Christian,2
Leave This House Singing,4:51,Will Reagan & United Pursuit,Tell All My Friends,Christian,2
Anxious,3:12,THE WLDLFE,"Repaint My Mind, 2021",Alternative,2
Nightmare,3:48,THE WLDLFE,"Repaint My Mind, 2021",Alternative,2
Repaint My Mind,1:08,THE WLDLFE,"Repaint My Mind, 2021",Alternative,2
Dollar $tore,3:24,Young the Giant,American Bollywood,Alternative,2
Strings (Reprise) [Bonus Track],5:19,Young the Giant,Young the Giant (Special Edition),Alternative,2
The Trooper (Overture),4:34,2CELLOS,Celloverse,Classical,2
I Will Wait,4:07,2CELLOS,Celloverse,Classical,2
Hysteria,2:54,2CELLOS,Celloverse,Classical,2
Celloverse,4:27,2CELLOS,Celloverse,Classical,2
Live and Let Die,3:00,2CELLOS & Lang Lang,Celloverse,Classical,2
When We Are Together,3:37,The 1975,Being Funny In a Foreign Language,Alternative,2
Meraviglioso,3:53,Alessandro Mereu,Italian Vintage Collection (The Best of Italian Songs),Pop,1
A Western,2:56,Alfie Templeman,Mellow Moon,Pop,1
White Lie,3:18,Amber Run,"For a Moment, I Was Lost",Indie Rock,1
Perfect,3:09,Amber Run,"For a Moment, I Was Lost",Indie Rock,1
Need You Now,3:34,Antoine Bradford,Even in the Dark - EP,Christian,1
Morning Song (Give Me Jesus),1:58,Antoine Bradford,Even in the Dark - EP,Christian,1
Clocked Out!,3:10,AUDREY NUNA & NIKI,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,1
Colore,3:26,BALTIMORA,Marecittà,Pop,1
Baltimora,2:41,BALTIMORA,Marecittà,Pop,1
Marecittà,3:23,BALTIMORA,Marecittà,Pop,1
McDonald's,2:19,BALTIMORA,Marecittà,Pop,1
Altro,3:12,BALTIMORA,Marecittà,Pop,1
Fumo,2:18,BALTIMORA,Marecittà,Pop,1
Shadows,5:03,Bear's Den,Blue Hours,Indie Rock,1
Spiders,3:48,Bear's Den,Blue Hours,Indie Rock,1
Selective Memories,3:58,Bear's Den,Blue Hours,Indie Rock,1
All The Wrong Places,5:04,Bear's Den,Blue Hours,Indie Rock,1
Addio a Napoli,2:52,Beniamino Gigli,Italian Vintage Collection (The Best of Italian Songs),Europe,1
Meet Me on the Moon,3:19,By The Coast,Meet Me on the Moon - Single,Singer/Songwriter,1
Purple Horizon,3:36,Canyon City,Circling the Sun - EP,Singer/Songwriter,1
Che sarà sarà (Que serà serà),2:16,Carla Boni & Duo Fasano,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Munasterio 'e Santa Chiara,4:22,Claudio Villa,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Spazzacamino,3:37,Claudio Villa,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Underground,2:51,Cody Fry,Symphony Sessions,Singer/Songwriter,1
Into My Arms,3:51,COIN,Dreamland,Pop,1
I Want It All,2:52,COIN,Dreamland,Pop,1
Simple Romance,3:15,COIN,Dreamland,Pop,1
Dreamland Sequence,1:27,COIN,Dreamland,Pop,1
Cemetery,2:57,COIN,Dreamland,Pop,1
Nobody's Baby,3:42,COIN,Dreamland,Pop,1
Never Change,3:50,COIN,Dreamland,Pop,1
Water and Dust,3:33,Cory Asbury,Reckless Love,Christian,1
You Won't Let Go,3:34,Cory Asbury,Reckless Love,Christian,1
Only Takes a Moment,3:32,Cory Asbury,Reckless Love,Christian,1
Garments,3:43,Cory Asbury,Reckless Love,Christian,1
Born Again,4:13,Cory Asbury,Reckless Love,Christian,1
Rapture,4:00,Declan McKenna,Zeros,Alternative,1
La donna riccia,2:20,Domenico Modugno,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Diamonds + And Pearls,3:40,"DPR LIVE, DPR IAN & peace.",Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,1
West Coast Love,3:35,Emotional Oranges,"The Juice, Vol. II",R&B/Soul,1
To Love You,4:29,The Family Crest,The War: Act I,Pop,1
Daggers,4:11,The Family Crest,The War: Act I,Pop,1
The Rock's Resting on Your Back,4:17,The Family Crest,The War: Act I,Pop,1
Only When I Look into Your Eyes,3:19,Fiji Blue,Goodbye - EP,Pop,1
Shake It Out,4:38,Florence + the Machine,Ceremonials (Deluxe Edition),Alternative,1
Il cielo in una stanza (Remastered),2:06,Gino Paoli,Italian Vintage Collection (The Best of Italian Songs),Pop,1
La gatta (Remastered),2:19,Gino Paoli,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Un jour tu verras,2:17,Gino Paoli,Italian Vintage Collection (The Best of Italian Songs),Pop,1
It's Possible,3:52,The Gray Havens,Blue Flower,Alternative,1
Everything to Me,3:51,Great Good Fine Ok,III,Pop,1
11 O'Clock Friday Night,4:37,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,1
Waltz (Bonus Track),3:18,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,1
In Our Time (I'll Always Love You) [Bonus Track],3:23,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,1
Utrecht (Bonus Track),2:48,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,1
I'll Never Love Again (Bonus Track),4:29,Hamilton Leithauser,Black Hours (Deluxe Edition),Alternative,1
Thirty Eight,3:46,The Ivy,We Move Faster at Night - EP,Indie Pop,1
Craving,3:48,James Bay,Chaos and the Calm,Singer/Songwriter,1
Move Together,4:37,James Bay,Chaos and the Calm,Singer/Songwriter,1
Scars,4:34,James Bay,Chaos and the Calm,Singer/Songwriter,1
Collide,3:25,James Bay,Chaos and the Calm,Alternative,1
One of the Brightest Stars,3:11,James Blunt,All the Lost Souls (Deluxe),Pop,1
I'll Take Everything,3:04,James Blunt,All the Lost Souls (Deluxe),Pop,1
Same Mistake,4:58,James Blunt,All the Lost Souls (Deluxe),Pop,1
Carry You Home,3:57,James Blunt,All the Lost Souls (Deluxe),Pop,1
Shine On,4:26,James Blunt,All the Lost Souls (Deluxe),Pop,1
Tolerate (Live),5:17,Jamie Woon,iTunes Festival: London 2007 - EP,Pop,1
Better Together,2:58,Jeremy Loops,Heard You Got Love,Alternative,1
don't wanna be your friend,2:46,joan,superglue,Pop,1
Xu Shang-Chi,2:56,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,1
Your Father,3:13,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,1
The Bamboo Spring,3:19,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,1
Your Mother,2:05,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,1
Training,1:55,Joel P West,Shang-Chi and the Legend of the Ten Rings (Original Score),Soundtrack,1
I'm Gonna Find Another You,2:43,John Mayer,Continuum,Singer/Songwriter,1
War With Heaven,3:13,keshi,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,1
Heart Open,3:28,Kodaline,One Day At A Time (Deluxe Edition),Pop,1
Telluride,2:52,Landon Conrath,Nothing Matters Anyway,Indie Pop,1
Last Week,3:38,Landon Conrath,Nothing Matters Anyway,Indie Pop,1
"So,So",3:17,Landon Conrath,Nothing Matters Anyway,Indie Pop,1
Leap Year,2:38,Landon Conrath,Nothing Matters Anyway,Indie Pop,1
Trader Joe's,2:58,Landon Conrath,Nothing Matters Anyway,Indie Pop,1
Turn Your Eyes Upon Jesus,6:30,Lauren Daigle,Look Up Child,Christian,1
take what you need,3:19,Lewis Watson,the love that you want,Pop,1
Darkstar,3:01,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,1
Tally Two / What's the Plan / F-14,4:35,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,1
Top Gun Anthem,2:29,"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Top Gun: Maverick (Music from the Motion Picture),Soundtrack,1
Balla Balla Ballerino (edit version),5:37,Lucio Dalla,12000 Lune,Pop,1
Anna e Marco,3:40,Lucio Dalla,12000 Lune,Pop,1
L'anno Che Verrà,4:26,Lucio Dalla,12000 Lune,Pop,1
Milano,3:29,Lucio Dalla,12000 Lune,Pop,1
Never Gonna Come Down,3:24,Mark Tuan & BIBI,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,1
Main Theme from Trouble Man (2),2:32,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
T Plays It Cool,4:26,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Poor Abbey Walsh,4:12,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Theme from Trouble Man,2:05,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
T Stands for Trouble,4:50,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Main Theme from Trouble Man (1),3:53,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Life Is a Gamble,2:32,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Deep-In-It,1:24,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
"Don't Mess with Mister ""T""",3:04,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
"There Goes Mister ""T""",1:40,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Trouble Man (Extended Version),4:10,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
Getting Pete (Trouble Man Original Film Score),0:58,Marvin Gaye,Trouble Man (40th Anniversary Expanded Edition),R&B/Soul,1
"Take Yours, I'll Take Mine",3:44,Matthew Mole,The Home We Built,Singer/Songwriter,1
Man On The Wire,4:05,Max Pope,UP - EP,Alternative,1
Cuori stupidi,3:10,Michele Merlo,Cuori stupidi,Pop,1
Non mi manchi più,3:38,Michele Merlo,Cuori stupidi,Pop,1
Mare,3:17,Michele Merlo,Cuori stupidi,Pop,1
Aquiloni,3:00,Michele Merlo,Cuori stupidi,Pop,1
Credici sempre,3:23,Michele Merlo,Cuori stupidi,Pop,1
Vorrei proteggerti dal mondo,3:37,Michele Merlo,Cuori stupidi,Pop,1
Andrà tutto bene,2:49,Michele Merlo,Cuori stupidi,Pop,1
Due note (Mastering 2011),2:56,Mina,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Darkness Visible,3:11,Mumford & Sons,Delta,Alternative,1
10 Feet Down (feat. Ruelle),3:37,NF,Perception,Hip-Hop/Rap,1
Let You Down,3:32,NF,Perception,Hip-Hop/Rap,1
Destiny,3:59,NF,Perception,Hip-Hop/Rap,1
Outro,3:32,NF,Perception,Hip-Hop/Rap,1
-Interlude-,0:49,NF,The Search,Hip-Hop/Rap,1
Arrivederci,3:08,Nicola Arigliano,Italian Vintage Collection (The Best of Italian Songs),Jazz,1
Ghost Hotel,3:39,NIGHT TRAVELER,"Night Traveler, Vol. 1 - EP",Rock,1
Echo (Live At The Jazz Cafe),4:53,Olivia Dean,Live At The Jazz Cafe,Alternative,1
Be My Own Boyfriend (Live At The Jazz Cafe),3:39,Olivia Dean,Live At The Jazz Cafe,Alternative,1
Baby Come Home (Live At The Jazz Cafe),5:30,Olivia Dean,Live At The Jazz Cafe,Alternative,1
What Am I Gonna Do On Sundays? (Live At The Jazz Cafe),3:46,Olivia Dean,Live At The Jazz Cafe,Alternative,1
Cross My Mind (Live At The Jazz Cafe),3:18,Olivia Dean,Live At The Jazz Cafe,Alternative,1
Reason To Stay (Live At The Jazz Cafe),5:52,Olivia Dean,Live At The Jazz Cafe,Alternative,1
Where You Are,2:48,A R I Z O N A,Asylum,Alternative,1
Freaking Out,3:20,A R I Z O N A,Asylum,Alternative,1
Still Alive,3:36,A R I Z O N A,Asylum,Alternative,1
Good At Being Lonely (feat. Hong Kong Boyfriend),2:25,Sally Boy,Lies I Tell Myself,Pop,1
Digital Task,1:33,Sally Boy,Lies I Tell Myself,Pop,1
Swan Song,2:48,Saweetie & NIKI,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,1
Drown,3:56,Seafret,Drown - Single,Alternative,1
Active Obedience (feat. J.G.),4:44,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
The Holy Spirit (feat. Timothy Brindle & Leah Smith),5:39,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
Regeneration Interlude,1:29,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
Election (feat. Willie Will),4:43,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
Cosmic Powers,4:43,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
Fal$e Teacher$,4:01,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
The Millennium,3:53,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
All Things Are Yours Interlude,1:29,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
"Take up and Read (feat. Through Hymn, Omri & Ant)",4:41,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
Sacred Science by Blair Linne,3:35,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
With All My Mind (feat. Melissa T.),4:23,Shai Linne,"Lyrical Theology, Pt. 1: Theology",Hip-Hop/Rap,1
Our Treasure (Interlude),1:10,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,1
C.H.R.I.S.T.,3:42,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,1
"Come Lord Jesus, Come (feat. Joint Heirs)",3:47,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,1
Our Treasure (feat. Leah Smith),4:22,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,1
Dedication (Remix),4:47,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,1
Doxology Outro (feat. Brooks Ritter),2:47,Shai Linne,"Lyrical Theology, Pt. 2: Doxology",Christian,1
St. James Infirmary Blues,7:27,The Silk Road Ensemble,Sing Me Home,Classical Crossover,1
Amazing Grace,3:55,Sleeping At Last,Amazing Grace - Single,Singer/Songwriter,1
Saturn,4:49,Sleeping At Last,"Astronomy, Vol. 1",Instrumental,1
Ave Maria,2:49,Sofia Källgren,Classical Crossover,Pop,1
Grace and Peace,4:30,Sovereign Grace Music,Grace Has Come: Songs from the Book of Romans,Christian,1
Lunedì Cinema,1:27,Stadio,12000 Lune,Pop,1
Get Down,2:52,Still Woozy,"If This Isn’t Nice, I Don’t Know What Is",Pop,1
Rocky,2:46,Still Woozy,Rocky - Single,Pop,1
In the Dark,2:41,Swae Lee & Jhené Aiko,Shang-Chi and The Legend of The Ten Rings: The Album,Pop,1
Never be a Right Time,3:05,Tom Grennan,Evering Road (Deluxe),Alternative,1
This is the Place,3:06,Tom Grennan,Evering Road (Deluxe),Alternative,1
Make My Mind Up,3:18,Tom Grennan,Evering Road (Deluxe),Alternative,1
Second Time,3:13,Tom Grennan,Evering Road (Deluxe),Alternative,1
You Matter to Me,3:13,Tom Grennan,Evering Road (Deluxe),Alternative,1
Oh Please,3:41,Tom Grennan,Evering Road (Deluxe),Alternative,1
I Don't Need a Reason,2:52,Tom Grennan,Evering Road (Deluxe),Alternative,1
Love Has Different Ways to Say Goodbye,3:06,Tom Grennan,Evering Road (Deluxe),Alternative,1
Long Live You and I,2:45,Tom Grennan,Evering Road (Deluxe),Alternative,1
Tidal Wave,4:09,Tom Misch & Yussef Dayes,What Kinda Music,Alternative,1
Blu,3:19,Tony Renis,Italian Vintage Collection (The Best of Italian Songs),Pop,1
Choker,3:43,twenty one pilots,Scaled And Icy,Alternative,1
Mulberry Street,3:44,twenty one pilots,Scaled And Icy,Alternative,1
Bounce Man,3:05,twenty one pilots,Scaled And Icy,Alternative,1
No Chances,3:46,twenty one pilots,Scaled And Icy,Alternative,1
Awake,3:32,Victoria IX,Emotional Distancing,Pop,1
Lay Your Head on Me,3:00,Victoria IX,Emotional Distancing,Pop,1
You Have My Love,4:06,Victoria IX,Emotional Distancing,Pop,1
Warriors,3:59,Warren Hue & Seori,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,1
Alone Again,4:10,The Weeknd,After Hours,R&B/Soul,1
Hardest To Love,3:31,The Weeknd,After Hours,R&B/Soul,1
Scared To Live,3:11,The Weeknd,After Hours,R&B/Soul,1
Heartless,3:18,The Weeknd,After Hours,R&B/Soul,1
Blinding Lights,3:20,The Weeknd,After Hours,R&B/Soul,1
In Your Eyes,3:58,The Weeknd,After Hours,R&B/Soul,1
After Hours,6:01,The Weeknd,After Hours,R&B/Soul,1
Until I Bleed Out,3:10,The Weeknd,After Hours,R&B/Soul,1
Perform Your Life,3:30,THE WLDLFE,"Repaint My Mind, 2021",Alternative,1
Box,3:11,THE WLDLFE,"Repaint My Mind, 2021",Alternative,1
My Way,3:35,Young the Giant,American Bollywood,Alternative,1
Insomnia,3:50,Young the Giant,American Bollywood,Alternative,1
Happy,3:30,Young the Giant,American Bollywood,Alternative,1
Otherside,3:42,Young the Giant,American Bollywood,Alternative,1
Same Folk,3:19,Young the Giant,American Bollywood,Alternative,1
God Made Man,4:47,Young the Giant,Young the Giant (Special Edition),Alternative,1
Garands,4:06,Young the Giant,Young the Giant (Special Edition),Alternative,1
Every Little Thing (Bonus Track),4:03,Young the Giant,Young the Giant (Special Edition),Alternative,1
Lazy Susan (feat. Warren Hue & Masiwei),4:40,21 Savage & Rich Brian,Shang-Chi and The Legend of The Ten Rings: The Album,Hip-Hop/Rap,1
pink_panther,0:15,,,,1
Baba Says,4:23,Adawa & Shayiting EL,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
Si è spento il sole (feat. Orchestra Giuliano Libano) [Remastered],2:52,Adriano Celentano,Italian Vintage Collection (The Best of Italian Songs),Pop,
La mezza luna (feat. Orchestra Giuliano Libano) [Remastered],2:27,Adriano Celentano,Italian Vintage Collection (The Best of Italian Songs),Pop,
Nema Ljubavi (Non esiste l'amor),2:14,Adriano Celentano,Italian Vintage Collection (The Best of Italian Songs),Rock & Roll,
I ragazzi del juke box,1:54,Adriano Celentano,Italian Vintage Collection (The Best of Italian Songs),Rock & Roll,
Fire In The Sky,3:22,Anderson .Paak,Shang-Chi and The Legend of The Ten Rings: The Album,Soundtrack,
